Emu
Black-bellied Whistling-Duck
Fulvous Whistling-Duck
Bar-headed Goose
Emperor Goose
Snow Goose
Ross's Goose
Snow x Ross's Goose (hybrid)
Graylag Goose
Swan Goose
Graylag x Swan Goose (hybrid)
Greater White-fronted Goose
Emperor x Greater White-fronted Goose (hybrid)
Snow x Greater White-fronted Goose (hybrid)
Tundra Bean-Goose
Brant
Barnacle Goose
Cackling Goose
Greater White-fronted x Cackling Goose (hybrid)
Canada Goose
Swan Goose x Canada Goose (hybrid)
Greater White-fronted x Canada Goose (hybrid)
Graylag x Canada Goose (hybrid)
Domestic goose sp. x Canada Goose (hybrid)
Snow x Canada Goose (hybrid)
Barnacle x Canada Goose (hybrid)
Hawaiian Goose
Red-breasted Goose
Mute Swan
Black Swan
Black-necked Swan
Trumpeter Swan
Tundra Swan
Whooper Swan
Upland Goose
Egyptian Goose
Ruddy Shelduck
South African Shelduck
Common Shelduck
Crested Duck
Muscovy Duck
Ringed Teal
Wood Duck
Mandarin Duck
Baikal Teal
Garganey
Blue-winged Teal
Cinnamon Teal
Blue-winged x Cinnamon Teal (hybrid)
Northern Shoveler
Blue-winged Teal x Northern Shoveler (hybrid)
Cinnamon Teal x Northern Shoveler (hybrid)
Gadwall
Northern Shoveler x Gadwall (hybrid)
Falcated Duck
Eurasian Wigeon
American Wigeon
Northern Shoveler x American Wigeon (hybrid)
Gadwall x American Wigeon (hybrid)
Eurasian x American Wigeon (hybrid)
Chiloe Wigeon
Mallard
Muscovy Duck x Mallard (hybrid)
Wood Duck x Mallard (hybrid)
Northern Shoveler x Mallard (hybrid)
Gadwall x Mallard (hybrid)
American Wigeon x Mallard (hybrid)
Mexican Duck
Mallard x Mexican Duck (hybrid)
American Black Duck
White-cheeked Pintail
Northern Pintail
Gadwall x Northern Pintail (hybrid)
American Wigeon x Northern Pintail (hybrid)
Mallard x Northern Pintail (hybrid)
Green-winged Teal
Blue-winged x Green-winged Teal (hybrid)
Cinnamon x Green-winged Teal (hybrid)
Gadwall x Green-winged Teal (hybrid)
Northern Pintail x Green-winged Teal (hybrid)
Red-crested Pochard
Canvasback
Redhead
Canvasback x Redhead (hybrid)
Common Pochard
Ring-necked Duck
Redhead x Ring-necked Duck (hybrid)
Tufted Duck
Ring-necked x Tufted Duck (hybrid)
Greater Scaup
Ring-necked Duck x Greater Scaup (hybrid)
Tufted Duck x Greater Scaup (hybrid)
Lesser Scaup
Ring-necked Duck x Lesser Scaup (hybrid)
Tufted Duck x Lesser Scaup (hybrid)
Ring-necked Duck x scaup sp. (hybrid)
Tufted Duck x scaup sp. (hybrid)
Steller's Eider
King Eider
Common Eider
Harlequin Duck
Surf Scoter
White-winged Scoter
Stejneger's Scoter
Common Scoter
Black Scoter
Long-tailed Duck
Bufflehead
Common Goldeneye
Bufflehead x Common Goldeneye (hybrid)
Barrow's Goldeneye
Common x Barrow's Goldeneye (hybrid)
Smew
Hooded Merganser
Bufflehead x Hooded Merganser (hybrid)
Common Goldeneye x Hooded Merganser (hybrid)
Barrow's Goldeneye x Hooded Merganser (hybrid)
goldeneye sp. x Hooded Merganser (hybrid)
Common Merganser
Red-breasted Merganser
Ruddy Duck
Helmeted Guineafowl
Mountain Quail
Northern Bobwhite
Scaled Quail
California Quail
Gambel's Quail
California x Gambel's Quail (hybrid)
Wild Turkey
Ruffed Grouse
Greater Sage-Grouse
Sooty Grouse
Sharp-tailed Grouse
White-tailed Ptarmigan
Gray Partridge
Reeves's Pheasant
Golden Pheasant
Lady Amherst's Pheasant
Golden x Lady Amherst's Pheasant (hybrid)
Ring-necked Pheasant
Kalij Pheasant
Silver Pheasant
Indian Peafowl
Gray Peacock-Pheasant
Red Junglefowl
Black Francolin
Common Quail
Japanese Quail
Chukar
Chilean Flamingo
American Flamingo
Greater Flamingo
Lesser Flamingo
Least Grebe
Pied-billed Grebe
Horned Grebe
Red-necked Grebe
Eared Grebe
Western Grebe
Clark's Grebe
Western x Clark's Grebe (hybrid)
Rock Pigeon
Speckled Pigeon
Band-tailed Pigeon
Oriental Turtle-Dove
Eurasian Collared-Dove
African Collared-Dove
Eurasian x African Collared-Dove (hybrid)
Spotted Dove
Laughing Dove
Namaqua Dove
Diamond Dove
Zebra Dove
Inca Dove
Common Ground Dove
Ruddy Ground Dove
White-winged Dove
Mourning Dove
White-cheeked Turaco
Groove-billed Ani
Greater Roadrunner
Yellow-billed Cuckoo
Black-billed Cuckoo
Common Cuckoo
Lesser Nighthawk
Common Nighthawk
Common Poorwill
Chuck-will's-widow
Buff-collared Nightjar
Eastern Whip-poor-will
Mexican Whip-poor-will
Black Swift
White-collared Swift
Chimney Swift
Vaux's Swift
Common Swift
White-throated Swift
Mexican Violetear
Rivoli's Hummingbird
Blue-throated Mountain-gem
Ruby-throated Hummingbird
Black-chinned Hummingbird
Anna's Hummingbird
Black-chinned x Anna's Hummingbird (hybrid)
Costa's Hummingbird
Black-chinned x Costa's Hummingbird (hybrid)
Anna's x Costa's Hummingbird (hybrid)
Calliope Hummingbird
Black-chinned x Calliope Hummingbird (hybrid)
Anna's x Calliope Hummingbird (hybrid)
Rufous Hummingbird
